Table	Column	Datatype	Offset	Length	Description
ASN_ForeignCurr	EXCHANGE_RATE	NUMBER		14.3	Exchange Rate
ASN_ForeignCurr	ASN_UNUSED_2	NUMBER		14.3	Unused
Keys :					
Primary Key: FOREIGN_CURR_CODE					
					
Table : ASO_ForeignCurrInvoice					
ASO_ForeignCurrInvoice	FY	CHAR	1	4	Fiscal year
ASO_ForeignCurrInvoice	ACCTPD	CHAR	5	2	Accounting Period
ASO_ForeignCurrInvoice	INV_NUM	CHAR	7	8	Invoice Number
ASO_ForeignCurrInvoice	FOREIGN_CURR_CODE	CHAR	15	3	Foreign Currency Code
ASO_ForeignCurrInvoice	INVOICE_PRINT_DESC	CHAR	18	3	Invoice Print Description
ASO_ForeignCurrInvoice	ASO_UNUSED_1	CHAR	21	16	* Not USED *
ASO_ForeignCurrInvoice	FOR_CURR_EXCH_RATE	NUMBER		14.3	Foreign currency exchange rate
ASO_ForeignCurrInvoice	ASO_UNUSED_2	NUMBER		14.3	Unused
Keys :					
"Primary Key: FY, ACCTPD, INV_NUM"					
					
Table : ASP_CreditCardType					
ASP_CreditCardType	CREDIT_CARD_TYPE	CHAR	1	4	Credit Card Type
ASP_CreditCardType	TF_DESC	CHAR	5	30	Description
ASP_CreditCardType	NO_SHOW_WEB	CHAR	35	1	
ASP_CreditCardType	CREDIT_FINANCE_RATE	CHAR	36	5	
ASP_CreditCardType	LENGTH_CRED_CARD_NUM	CHAR	41	2	
ASP_CreditCardType	VALIDATION_ALGORITHM	CHAR	43	10	
ASP_CreditCardType	ACCEPTABLE_PREFIX_01	CHAR	53	4	
ASP_CreditCardType	ACC_PREF_02	CHAR	57	4	
ASP_CreditCardType	ACC_PREF_03	CHAR	61	4	
ASP_CreditCardType	ACC_PREF_04	CHAR	65	4	
ASP_CreditCardType	ACC_PREF_05	CHAR	69	4	
ASP_CreditCardType	ACC_PREF_06	CHAR	73	4	
ASP_CreditCardType	ACC_PREF_07	CHAR	77	4	
ASP_CreditCardType	ACC_PREF_08	CHAR	81	4	
ASP_CreditCardType	ACC_PREF_09	CHAR	85	4	
ASP_CreditCardType	ACC_PREF_10	CHAR	89	4	
ASP_CreditCardType	LENGTH_CRED_CARD_2	CHAR	93	2	
ASP_CreditCardType	ASP_UNUSED_1	CHAR	95	50	Unused
Keys :					
Primary Key: CREDIT_CARD_TYPE					
					
Table : ASQ_CommSlspersonProd					
ASQ_CommSlspersonProd	SALESPERSON_CODE	CHAR	1	4	Salesperson code
ASQ_CommSlspersonProd	PRODUCT_CODE	CHAR	5	3	Product code
ASQ_CommSlspersonProd	COMM_CODE	CHAR	8	5	Commission code
ASQ_CommSlspersonProd	ASQ_UNUSED_1	CHAR	13	48	Unused
Keys :					
"Primary Key: SALESPERSON_CODE, PRODUCT_CODE"					
					
Table : AST_CustItemStats					
AST_CustItemStats	CUST_DIV	CHAR	1	2	
AST_CustItemStats	CUST_CODE	CHAR	3	8	Customer Code
AST_CustItemStats	ITEM_CUST_DIV	CHAR	11	2	
AST_CustItemStats	ITEM_CUST_CODE	CHAR	13	8	
AST_CustItemStats	ITEM_CODE	CHAR	21	10	Item code
AST_CustItemStats	FISCAL_YEAR	CHAR	31	4	Fiscal Year
AST_CustItemStats	BALANCE_TYPE	CHAR	35	1	Balance Type
AST_CustItemStats	OPENING_BAL	NUMBER		14.3	Opening Balance
AST_CustItemStats	PER_AMT_1	NUMBER		14.3	Period Amount 1
AST_CustItemStats	PER_AMT_2	NUMBER		14.3	Period Amount 2
AST_CustItemStats	PER_AMT_3	NUMBER		14.3	Period Amount 3
AST_CustItemStats	PER_AMT_4	NUMBER		14.3	Period Amount 4
AST_CustItemStats	PER_AMT_5	NUMBER		14.3	Period Amount 5
AST_CustItemStats	PER_AMT_6	NUMBER		14.3	Period Amount 6
AST_CustItemStats	PER_AMT_7	NUMBER		14.3	Period Amount 7
AST_CustItemStats	PER_AMT_8	NUMBER		14.3	Period Amount 8
AST_CustItemStats	PER_AMT_9	NUMBER		14.3	Period Amount 9
AST_CustItemStats	PER_AMT_10	NUMBER		14.3	Period Amount 10
AST_CustItemStats	PER_AMT_11	NUMBER		14.3	Period Amount 11
AST_CustItemStats	PER_AMT_12	NUMBER		14.3	Period Amount 12
AST_CustItemStats	PER_AMT_13	NUMBER		14.3	Period Amount 13
Keys :					
"Primary Key: CUST_DIV, CUST_CODE, ITEM_CUST_DIV, ITEM_CUST_CODE, ITEM_CODE, FISCAL_YEAR, BALANCE_TYPE"					
					
Table : ASV_UserDef					
ASV_UserDef	FIELD_TYPE	CHAR	1	1	Type C=Customer F=Form
ASV_UserDef	FIELD_NUMBER	CHAR	2	4	Field number
ASV_UserDef	FIELD_DESCRIPTION	CHAR	6	75	Field description (variable length)
ASV_UserDef	ASV_UNUSED_1	CHAR	81	70	Unused
ASV_UserDef	FIELD_LENGTH	NUMBER		14.3	Field length
ASV_UserDef	FIELD_DESC1	NUMBER		14.3	Field description
ASV_UserDef	ASV_UNUSED_2	NUMBER		14.3	Unused
ASV_UserDef	ASV_UNUSED_3	NUMBER		14.3	Unused
Keys :					
"Primary Key: FIELD_TYPE, FIELD_NUMBER"					
					
Table : ASW_CustUserDef					
ASW_CustUserDef	CUST_DIV	CHAR	1	2	Customer code
ASW_CustUserDef	CUST_CODE	CHAR	3	8	
ASW_CustUserDef	FIELD_NUMBER	CHAR	11	4	Field number
ASW_CustUserDef	FIELD_DATA	CHAR	15	75	Field data  (variable length)
ASW_CustUserDef	ASW_UNUSED_1	CHAR	90	36	Unused
Keys :					
"Primary Key: CUST_DIV, CUST_CODE, FIELD_NUMBER"					
"Alternate Key 1: FIELD_NUMBER, CUST_DIV, CUST_CODE"					
					
Table : ASY_CreditMemoReason					
ASY_CreditMemoReason	REASON_CODE	CHAR	1	3	Credit memo reason code
ASY_CreditMemoReason	REASON_DESC	CHAR	4	35	Reason description
ASY_CreditMemoReason	ASY_UNUSED_1	CHAR	39	25	Unused
Keys :					
Primary Key: REASON_CODE					
					
Table : ASZ_Emp					
ASZ_Emp	EMPLOYEE_CODE	CHAR	1	7	Employee code
ASZ_Emp	EMPLOYEE_NAME	CHAR	8	35	Employee name
ASZ_Emp	ASZ_UNUSED_1	CHAR	43	21	Unused
Keys :					
Primary Key: EMPLOYEE_CODE					
					
Table : AT1_CreditMemo					
AT1_CreditMemo	CUST_DIV	CHAR	1	2	Customer code
AT1_CreditMemo	CUST_CODE	CHAR	3	8	
AT1_CreditMemo	CREDIT_MEMO_NUM	CHAR	11	8	Credit memo invoice number
AT1_CreditMemo	CREDIT_MEMO_DATE	DATE	19	6	Credit memo date
AT1_CreditMemo	ORIGINAL_INVOICE_NUM	CHAR	25	8	Original invoice number
AT1_CreditMemo	ORIGINAL_INVOICEDATE	DATE	33	6	Original invoice date
AT1_CreditMemo	ITEM_CUST_DIV	CHAR	39	2	Customer code for item
AT1_CreditMemo	ITEM_CUST_CODE	CHAR	41	8	
AT1_CreditMemo	ITEM_CODE	CHAR	49	10	Item code
AT1_CreditMemo	EMPLOYEE_CODE	CHAR	59	7	Employee code
AT1_CreditMemo	REASON_CODE	CHAR	66	3	Reason code
AT1_CreditMemo	NOTES_LINE_1	CHAR	69	60	Notes line 1
AT1_CreditMemo	NOTES_LINE_2	CHAR	129	60	Notes line 2
AT1_CreditMemo	NOTES_LINE_3	CHAR	189	60	Notes line 3
AT1_CreditMemo	AT1_UNUSED_1	CHAR	249	82	Unused
AT1_CreditMemo	QUANTITY_CREDITED	NUMBER		14.3	Quantity credited
AT1_CreditMemo	CREDIT_MEMO_TOTAL	NUMBER		14.3	Credit Memo Total
AT1_CreditMemo	AT1_UNUSED_2	NUMBER		14.3	Unused
AT1_CreditMemo	AT1_UNUSED_3	NUMBER		14.3	Unused
AT1_CreditMemo	AT1_UNUSED_4	NUMBER		14.3	Unused
Keys :					
"Primary Key: CUST_DIV, CUST_CODE, CREDIT_MEMO_NUM"					
					
Table : AT2_CreditRequestor					
AT2_CreditRequestor	CREDIT_REQUESTOR	CHAR	1	5	Credit Requestor Code
AT2_CreditRequestor	REQUESTOR_NAME	CHAR	6	35	Name
AT2_CreditRequestor	FAX_NUMBER	CHAR	41	14	Fax Number
AT2_CreditRequestor	EMAIL_ADDRESS	CHAR	55	30	Email Address
AT2_CreditRequestor	CONTACT_NAME	CHAR	85	35	Contact Name
AT2_CreditRequestor	AT2_UNUSED_1	CHAR	120	41	
AT2_CreditRequestor	AT2_UNUSED_2	NUMBER		14.3	Unused
AT2_CreditRequestor	AT2_UNUSED_3	NUMBER		14.3	Unused
AT2_CreditRequestor	AT2_UNUSED_4	NUMBER		14.3	Unused
AT2_CreditRequestor	AT2_UNUSED_5	NUMBER		14.3	Unused
AT2_CreditRequestor	AT2_UNUSED_6	NUMBER		14.3	Unused
Keys :					
Primary Key: CREDIT_REQUESTOR					
					
Table : AT3_ARInvoiceEntLns					
AT3_ARInvoiceEntLns	FY	CHAR	1	4	Fiscal Year
AT3_ARInvoiceEntLns	ACCTPD	CHAR	5	2	Accounting Period
AT3_ARInvoiceEntLns	INV_NUM	CHAR	7	8	Invoice Number
AT3_ARInvoiceEntLns	LINE_NUM	CHAR	15	3	Invoice Line Number
AT3_ARInvoiceEntLns	LINE_TYPE	CHAR	18	1	Line Type
AT3_ARInvoiceEntLns	COSTED_FRT	CHAR	19	1	Costed Freight?
AT3_ARInvoiceEntLns	PROD_CODE	CHAR	20	3	Product Code
AT3_ARInvoiceEntLns	PRINT_ON_INV	CHAR	23	1	Print on Invoice?
AT3_ARInvoiceEntLns	TF_DESC	CHAR	24	40	Description
AT3_ARInvoiceEntLns	ORDER_LINE	CHAR	64	3	Order Line Number
AT3_ARInvoiceEntLns	UNIT	CHAR	67	4	Unit of Measure
AT3_ARInvoiceEntLns	TAXABLE	CHAR	71	1	Taxable
AT3_ARInvoiceEntLns	ITEM_CUST_DIV	CHAR	72	2	Item Customer Division
AT3_ARInvoiceEntLns	ITEM_CUST_CODE	CHAR	74	8	Item Customer Code
AT3_ARInvoiceEntLns	ITEM_CODE	CHAR	82	10	Item Code
AT3_ARInvoiceEntLns	SALES_DIST_CODE	CHAR	92	9	Sales Distribution Code
AT3_ARInvoiceEntLns	COMM_CODE	CHAR	101	5	Commission Code
AT3_ARInvoiceEntLns	INV_LOC_CODE	CHAR	106	4	Inventory Location Code
AT3_ARInvoiceEntLns	LEFT_RIGHT	CHAR	110	8	Left-Right
AT3_ARInvoiceEntLns	TOP_BOTTOM	CHAR	118	8	Top-Bottom
AT3_ARInvoiceEntLns	PLYS	CHAR	126	2	Number of Plys
AT3_ARInvoiceEntLns	ORDER_TYPE	CHAR	128	1	"Order Type (N=New, R=Repeat, Blank=Others)"
AT3_ARInvoiceEntLns	NUM_CTNS_LINES	CHAR	129	4	Number of Cartons or Lines
AT3_ARInvoiceEntLns	COST_CODE	CHAR	133	9	Cost Code
AT3_ARInvoiceEntLns	STAX_CODE	CHAR	142	10	Sales Tax Code
AT3_ARInvoiceEntLns	SHIP_TO_SEQ	CHAR	152	1	Special Shipping Point
AT3_ARInvoiceEntLns	LINE_AUTO_CREATE	CHAR	153	1	Line Automatically Created
AT3_ARInvoiceEntLns	AT3_UNUSED_1	CHAR	154	8	Unused
AT3_ARInvoiceEntLns	QTY_ORDERED	NUMBER		14.3	Quantity Ordered
AT3_ARInvoiceEntLns	QTY_SHIPPED	NUMBER		14.3	Quantity Shipped
AT3_ARInvoiceEntLns	UNIT_SELL_PRICE	NUMBER		14.3	Unit Price
AT3_ARInvoiceEntLns	UNIT_COST	NUMBER		14.3	
AT3_ARInvoiceEntLns	SELL_PRICE_EXT	NUMBER		14.3	Sell Price Extension
AT3_ARInvoiceEntLns	COST_EXT	NUMBER		14.3	Cost Extension
AT3_ARInvoiceEntLns	QTY_PER_UNIT	NUMBER		14.3	Quantity per Unit
AT3_ARInvoiceEntLns	COMM_AMT	NUMBER		14.3	Commission Amount
AT3_ARInvoiceEntLns	GP_ADJ_B4_LOAD	NUMBER		14.3	GP Adjustment Before Load
AT3_ARInvoiceEntLns	FULL_GP_ADJ	NUMBER		14.3	Full GP Adjustment Including Load
AT3_ARInvoiceEntLns	BILLING_SELL_PRICE	NUMBER		14.3	Sell Price at Billing
Keys :					
"Primary Key: FY, ACCTPD, INV_NUM, LINE_NUM"					
					
Table : AT4_ARInvoiceEntGL					
AT4_ARInvoiceEntGL	FY	CHAR	1	4	Fiscal Year
AT4_ARInvoiceEntGL	ACCTPD	CHAR	5	2	Accounting Period
AT4_ARInvoiceEntGL	INV_NUM	CHAR	7	8	Invoice Number
AT4_ARInvoiceEntGL	LINE_NUM	CHAR	15	3	Line Number
AT4_ARInvoiceEntGL	TRANS_DATE	DATE	18	6	Transaction Date
AT4_ARInvoiceEntGL	GL_ACCT	CHAR	24	12	G/L Account Number
AT4_ARInvoiceEntGL	JOB_NUM	CHAR	36	9	Job Number
AT4_ARInvoiceEntGL	JC_COST_CODE	CHAR	45	9	J/C Cost Code
AT4_ARInvoiceEntGL	COST_CODE_TYPE	CHAR	54	1	Cost Code Type
AT4_ARInvoiceEntGL	HOURS	NUMBER		14.3	Hours
AT4_ARInvoiceEntGL	UNITS	NUMBER		14.3	Units
AT4_ARInvoiceEntGL	RATE	NUMBER		14.3	Rate
AT4_ARInvoiceEntGL	AMT	NUMBER		14.3	Amount
AT4_ARInvoiceEntGL	HOURS_POSTED	NUMBER		14.3	Hours to be Posted
AT4_ARInvoiceEntGL	UNITS_POSTED	NUMBER		14.3	Units to be Posted
AT4_ARInvoiceEntGL	RATE_POSTED	NUMBER		14.3	Rate to be Posted
AT4_ARInvoiceEntGL	AMT_POSTED	NUMBER		14.3	Amount to be Posted
Keys :					
"Primary Key: FY, ACCTPD, INV_NUM, LINE_NUM"					
					
Table : AT5_CashReceiptEnt					
AT5_CashReceiptEnt	FY	CHAR	1	4	
AT5_CashReceiptEnt	ACCTPD	CHAR	5	2	
AT5_CashReceiptEnt	BANK_CODE	CHAR	7	3	
AT5_CashReceiptEnt	DEPOSIT_NUM	CHAR	10	1	
AT5_CashReceiptEnt	DEPOSIT_DATE	DATE	11	6	
AT5_CashReceiptEnt	DISC_PAST_DUE	DATE	17	6	
AT5_CashReceiptEnt	AT5_UNUSED_1	CHAR	23	1	
AT5_CashReceiptEnt	DEPOSIT_AMT	NUMBER		14.3	Link to G/L postings
AT5_CashReceiptEnt	DIST_AMT	NUMBER		14.3	Total Applied
Keys :					
"Primary Key: FY, ACCTPD, BANK_CODE, DEPOSIT_NUM"					
					
Table : AT6_CashReceiptEnt					
AT6_CashReceiptEnt	FY	CHAR	1	4	
AT6_CashReceiptEnt	ACCTPD	CHAR	5	2	
AT6_CashReceiptEnt	BANK_CODE	CHAR	7	3	
AT6_CashReceiptEnt	DEPOSIT_NUM	CHAR	10	1	
AT6_CashReceiptEnt	CUST_DIV	CHAR	11	2	Customer code
AT6_CashReceiptEnt	CUST_CODE	CHAR	13	8	
AT6_CashReceiptEnt	CHECK_REF	CHAR	21	6	
AT6_CashReceiptEnt	CHECK_DATE	DATE	27	6	
AT6_CashReceiptEnt	CUST_NAME	CHAR	33	30	
AT6_CashReceiptEnt	AT6_UNUSED_1	CHAR	63	1	
AT6_CashReceiptEnt	GL_DETAIL_LINK	NUMBER		14.3	Link to G/L postings
AT6_CashReceiptEnt	CHECK_AMT	NUMBER		14.3	Total Applied
AT6_CashReceiptEnt	CUST_DIST_AMT	NUMBER		14.3	Discount Allowed
Keys :					
"Primary Key: FY, ACCTPD, BANK_CODE, DEPOSIT_NUM, CUST_DIV, CUST_CODE, CHECK_REF"					
					
Table : AT7_CashReceiptEnt					
AT7_CashReceiptEnt	FY	CHAR	1	4	
AT7_CashReceiptEnt	ACCTPD	CHAR	5	2	
AT7_CashReceiptEnt	BANK_CODE	CHAR	7	3	
AT7_CashReceiptEnt	DEPOSIT_NUM	CHAR	10	1	
AT7_CashReceiptEnt	CUST_DIV	CHAR	11	2	Customer code
AT7_CashReceiptEnt	CUST_CODE	CHAR	13	8	
AT7_CashReceiptEnt	CHECK_REF	CHAR	21	6	
AT7_CashReceiptEnt	INV_NUM	CHAR	27	8	
AT7_CashReceiptEnt	AT7_UNUSED_1	CHAR	35	1	
AT7_CashReceiptEnt	GL_DETAIL_LINK	NUMBER		14.3	Link to G/L postings
AT7_CashReceiptEnt	TOTAL_APPLIED	NUMBER		14.3	Total Applied
AT7_CashReceiptEnt	DISC_ALLOWED	NUMBER		14.3	Discount Allowed
AT7_CashReceiptEnt	FRT_ALLOWED	NUMBER		14.3	Freight Allowed
AT7_CashReceiptEnt	STAX_ALLOWED	NUMBER		14.3	Sales Tax Allowed
AT7_CashReceiptEnt	GL_ADJ	NUMBER		14.3	G/L Adjustment
AT7_CashReceiptEnt	CASH_POSTED	NUMBER		14.3	Cash Posted
Keys :					
"Primary Key: FY, ACCTPD, BANK_CODE, DEPOSIT_NUM, CUST_DIV, CUST_CODE, CHECK_REF, INV_NUM"					
					
Table : ATI_CustFinderFee					
ATI_CustFinderFee	CUST_DIV	CHAR	1	2	
ATI_CustFinderFee	CUST_CODE	CHAR	3	8	
ATI_CustFinderFee	SEQ_NUM	CHAR	11	3	
ATI_CustFinderFee	FIND_FEE_TYPE	CHAR	14	1	
ATI_CustFinderFee	FIND_FEE_VEND_DIV	CHAR	15	2	
ATI_CustFinderFee	FIND_FEE_VEND_CODE	CHAR	17	8	Finder's Fee Vendor Code
ATI_CustFinderFee	AT1_UNUSED	CHAR	25	100	
ATI_CustFinderFee	FIND_FEE_RATE	NUMBER		5.2	
ATI_CustFinderFee	UNUSED_1	NUMBER		8.2	
ATI_CustFinderFee	UNUSED_2	NUMBER		8.2	
Keys :					
"Primary Key: CUST_DIV, CUST_CODE, SEQ_NUM"					
					
Table : ATP_Invslsp					
ATP_Invslsp	VEND_DIV	CHAR	1	2	
ATP_Invslsp	VEND_CODE	CHAR	3	8	
ATP_Invslsp	INV_NUM	CHAR	11	10	
ATP_Invslsp	RECORD_TYPE	CHAR	21	1	
ATP_Invslsp	CHECK_NUM	CHAR	22	6	
ATP_Invslsp	SEQ	CHAR	28	2	
ATP_Invslsp	SPER_CODE	CHAR	30	4	
ATP_Invslsp	UNUSED_1	CHAR	34	1	
ATP_Invslsp	CUST_DIV	CHAR	35	2	Customer code
ATP_Invslsp	CUST_CODE	CHAR	37	8	
ATP_Invslsp	ORDER_DIV	CHAR	45	2	
ATP_Invslsp	ORDER_NUM	CHAR	47	6	
ATP_Invslsp	UNUSED_2	CHAR	53	9	
ATP_Invslsp	VEND_JOB	CHAR	62	12	
ATP_Invslsp	INV_DATE	DATE	74	6	
ATP_Invslsp	FISCAL_YR	CHAR	80	4	
ATP_Invslsp	ACCTPD	CHAR	84	2	
ATP_Invslsp	UNUSED_3	CHAR	86	6	
ATP_Invslsp	CHECK_DATE	DATE	92	6	
ATP_Invslsp	FISCAL_YR_CHECK	CHAR	98	4	
ATP_Invslsp	ACCTPD_CHECK	CHAR	102	2	
ATP_Invslsp	UNUSED_4	CHAR	104	40	
ATP_Invslsp	TOTAL_INV_AMOUNT	NUMBER		14.3	
ATP_Invslsp	TOTAL_AP_DISC_AVAIL	NUMBER		14.3	
ATP_Invslsp	TOTAL_AP_DISC_TAKEN	NUMBER		14.3	
ATP_Invslsp	SALESPERSON_PORTION	NUMBER		14.3	
ATP_Invslsp	SLSP_POR_INVOICE	NUMBER		14.3	
ATP_Invslsp	SLSP_POR_DISC_TOT	NUMBER		14.3	
ATP_Invslsp	SLSP_POR_DISC_TAKEN	NUMBER		14.3	
ATP_Invslsp	TOTAL_CHK_AMT	NUMBER		14.3	
ATP_Invslsp	UNUSED_NUMERIC_1	NUMBER		14.3	
ATP_Invslsp	UNUSED_NUMERIC_2	NUMBER		14.3	
ATP_Invslsp	UNUSED_NUMERIC_3	NUMBER		14.3	
Keys :					
"Primary Key: VEND_DIV, VEND_CODE, INV_NUM, RECORD_TYPE, CHECK_NUM, SEQ, SPER_CODE"					
					
Table : AUF_FrtTrk					
AUF_FrtTrk	FRT_TYPE	CHAR	1	3	FS6-Order History Last Update
AUF_FrtTrk	AUF_KEY	CHAR	4	50	Order Number (8) for type FS6
AUF_FrtTrk	AUF_DESC	CHAR	54	60	
AUF_FrtTrk	NOT_USED	CHAR	114	900	
AUF_FrtTrk	LAST_FS6_LINE_PRICE	NUMBER		13.3	
AUF_FrtTrk	LAST_FS6_LINE_COST	NUMBER		12.3	
AUF_FrtTrk	NUM_3	NUMBER		12.3	
AUF_FrtTrk	NUM_4	NUMBER		12.3	
AUF_FrtTrk	NUM_5	NUMBER		12.3	
AUF_FrtTrk	NUM_6	NUMBER		12.3	
AUF_FrtTrk	NUM_7	NUMBER		12.3	
AUF_FrtTrk	NUM_8	NUMBER		12.3	
AUF_FrtTrk	NUM_9	NUMBER		12.3	
AUF_FrtTrk	NUM_10	NUMBER		12.3	
Keys :					
"Primary Key: FRT_TYPE, AUF_KEY"					
					
Table : AXN_CommTransFile					
AXN_CommTransFile	SPER_CODE	CHAR	1	4	
AXN_CommTransFile	FISCAL_YEAR	CHAR	5	4	
AXN_CommTransFile	ACCOUNTING_PERIOD	CHAR	9	2	
AXN_CommTransFile	TRANSACTION_TYPE	CHAR	11	1	
AXN_CommTransFile	INV_CHRGBACK_NUM	CHAR	12	8	
AXN_CommTransFile	SEQUENCE_NUM	CHAR	20	3	
AXN_CommTransFile	COMM_CODE	CHAR	23	5	
AXN_CommTransFile	COMM_CODE_BRACK	CHAR	28	1	
AXN_CommTransFile	AXN_UNUSED_01	CHAR	29	1	
AXN_CommTransFile	CUST_DIV	CHAR	30	2	
AXN_CommTransFile	CUST_CODE	CHAR	32	8	
AXN_CommTransFile	INVOICE_DATE	DATE	40	6	
AXN_CommTransFile	POINTER_TO_LINE	CHAR	46	8	
AXN_CommTransFile	AXN_UNUSED_02	CHAR	54	93	
AXN_CommTransFile	ADJUSTED_GP	NUMBER		8.3	
AXN_CommTransFile	COMM_AMT	NUMBER		8.3	
AXN_CommTransFile	COMM_RATE	NUMBER		8.3	
AXN_CommTransFile	SALES_AMOUNT	NUMBER		8.3	
AXN_CommTransFile	TF_COST	NUMBER		8.3	
AXN_CommTransFile	AXN_UNUSED_03	NUMBER		8.3	
AXN_CommTransFile	AXN_UNUSED_04	NUMBER		8.3	
AXN_CommTransFile	AXN_UNUSED_05	NUMBER		8.3	
Keys :					
"Primary Key: SPER_CODE, FISCAL_YEAR, ACCOUNTING_PERIOD, TRANSACTION_TYPE, INV_CHRGBACK_NUM, SEQUENCE_NUM"					
					
Table : AXS_CommCodeBySlsprsn					
AXS_CommCodeBySlsprsn	REC_TYPE	CHAR	1	1	
AXS_CommCodeBySlsprsn	ORD_INV_NUM	CHAR	2	8	
AXS_CommCodeBySlsprsn	ORD_INV_KEY	CHAR	10	10	
AXS_CommCodeBySlsprsn	LINE_NO	CHAR	20	3	
AXS_CommCodeBySlsprsn	CUST_DIV	CHAR	23	2	
AXS_CommCodeBySlsprsn	CUST_CODE	CHAR	25	8	
AXS_CommCodeBySlsprsn	ORD_DIV	CHAR	33	2	
AXS_CommCodeBySlsprsn	ORDER_NUM	CHAR	35	6	
AXS_CommCodeBySlsprsn	INV_DATE	DATE	41	6	
AXS_CommCodeBySlsprsn	FY	CHAR	47	4	
AXS_CommCodeBySlsprsn	ACCTPD	CHAR	51	2	
AXS_CommCodeBySlsprsn	BATCH_NUM	CHAR	53	5	
AXS_CommCodeBySlsprsn	BATCH_DATE	DATE	58	6	
AXS_CommCodeBySlsprsn	MC_UNUSED	CHAR	64	252	
AXS_CommCodeBySlsprsn	SPER_CODE1	CHAR	316	4	
AXS_CommCodeBySlsprsn	SPER_CODE2	CHAR	320	4	
AXS_CommCodeBySlsprsn	SPER_CODE3	CHAR	324	4	
AXS_CommCodeBySlsprsn	SPER_CODE4	CHAR	328	4	
AXS_CommCodeBySlsprsn	SPER_CODE5	CHAR	332	4	
AXS_CommCodeBySlsprsn	INV_COMM_CODE1	CHAR	336	5	
AXS_CommCodeBySlsprsn	INV_COMM_CODE2	CHAR	341	5	
AXS_CommCodeBySlsprsn	INV_COMM_CODE3	CHAR	346	5	
AXS_CommCodeBySlsprsn	INV_COMM_CODE4	CHAR	351	5	
AXS_CommCodeBySlsprsn	INV_COMM_CODE5	CHAR	356	5	
AXS_CommCodeBySlsprsn	ORD_COMM_CODE1	CHAR	361	5	
AXS_CommCodeBySlsprsn	ORD_COMM_CODE2	CHAR	366	5	
AXS_CommCodeBySlsprsn	ORD_COMM_CODE3	CHAR	371	5	
AXS_CommCodeBySlsprsn	ORD_COMM_CODE4	CHAR	376	5	
AXS_CommCodeBySlsprsn	ORD_COMM_CODE5	CHAR	381	5	
AXS_CommCodeBySlsprsn	SPLIT_COMM_AMT1	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPLIT_COMM_AMT2	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPLIT_COMM_AMT3	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPLIT_COMM_AMT4	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPLIT_COMM_AMT5	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_AMT1	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_AMT2	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_AMT3	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_AMT4	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_AMT5	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPER_SPLIT_PRCNT1	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPER_SPLIT_PRCNT2	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPER_SPLIT_PRCNT3	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPER_SPLIT_PRCNT4	NUMBER		14.3	
AXS_CommCodeBySlsprsn	SPER_SPLIT_PRCNT5	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_PRCNT1	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_PRCNT2	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_PRCNT3	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_PRCNT4	NUMBER		14.3	
AXS_CommCodeBySlsprsn	COMM_PRCNT5	NUMBER		14.3	
AXS_CommCodeBySlsprsn	GP_ADJ1	NUMBER		14.3	
AXS_CommCodeBySlsprsn	GP_ADJ2	NUMBER		14.3	
AXS_CommCodeBySlsprsn	GP_ADJ3	NUMBER		14.3	
AXS_CommCodeBySlsprsn	GP_ADJ4	NUMBER		14.3	
AXS_CommCodeBySlsprsn	GP_ADJ5	NUMBER		14.3	
AXS_CommCodeBySlsprsn	EXT_SELL	NUMBER		14.3	
AXS_CommCodeBySlsprsn	EXT_COST	NUMBER		14.3	
AXS_CommCodeBySlsprsn	LINE_GP_ADJ	NUMBER		14.3	
AXS_CommCodeBySlsprsn	MCL_UNUSED1	NUMBER		14.3	
AXS_CommCodeBySlsprsn	MCL_UNUSED2	NUMBER		14.3	
AXS_CommCodeBySlsprsn	MCL_UNUSED3	NUMBER		14.3	
AXS_CommCodeBySlsprsn	MCL_UNUSED4	NUMBER		14.3	
AXS_CommCodeBySlsprsn	MCL_UNUSED5	NUMBER		14.3	
Keys :					
"Primary Key: REC_TYPE, ORD_INV_NUM, ORD_INV_KEY, LINE_NO"					
					
Table : AY7_CopyPOReceive					
AY7_CopyPOReceive	PO_DIV	CHAR	1	2	P/O number
AY7_CopyPOReceive	PO_NUM	CHAR	3	7	
AY7_CopyPOReceive	AP_INV_NUM	CHAR	10	10	A/P invoice number
AY7_CopyPOReceive	PO_LINE_NUM	CHAR	20	3	P/O line number
